City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
404,Zimapan,MX,70.27,few clouds,20.75,-99.35,Hotel Royal Spa
405,Lata,PT,59.81,clear sky,40.1629,-8.3327,Casa Maquia
407,Prieska,ZA,82.31,overcast clouds,-29.6641,22.7474,Avenue GuestHouse
408,Olafsvik,IS,37.09,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
411,Westport,US,39.29,clear sky,41.1415,-73.3579,The Inn at Longshore
412,Tres Picos,MX,83.88,scattered clouds,15.8667,-93.5333,Tres picos Chiapas
414,Paris,FR,58.86,mist,48.8534,2.3488,Hôtel Britannique - Paris Centre
415,Samarai,PG,81.84,broken clouds,-10.6167,150.6667,Nuli Sapi
416,Tiznit,MA,61.27,clear sky,29.5833,-9.5,
417,Neka,IR,62.11,clear sky,36.6508,53.299,گالری گل وندا
418,Amahai,ID,78.4,broken clouds,-3.3333,128.9167,HOTEL ISABELA
419,Quang Ngai,VN,74.57,overcast clouds,15.1167,108.8,Central Hotel
421,Hays,US,67.44,clear sky,30.0502,-98.0336,Sinya on Lone Man Creek
422,Biak,ID,77.23,overcast clouds,-0.9131,122.8766,Penginapan Kim
423,Lerwick,GB,37.4,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
424,Tra Vinh,VN,79.09,light rain,9.9347,106.3453,Hồng Ân
425,Bubaque,GW,77.65,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
426,Antalaha,MG,78.49,light rain,-14.9003,50.2788,Hotel Vitasoa
428,Calama,CL,66.69,clear sky,-22.4667,-68.9333,Park Hotel Calama
430,Santo Antonio Do Ica,BR,77.72,overcast clouds,-3.1022,-67.9397,HOTEL AMAZON WAY
431,Siloam Springs,US,58.48,light rain,36.1881,-94.5405,Cherokee Hotel & Casino West Siloam Springs
432,Penzance,GB,54.28,haze,50.1186,-5.5371,Artist Residence Penzance
434,Mocuba,MZ,75.45,light rain,-16.8392,36.9856,Phama Lodge
435,Kilindoni,TZ,79.54,overcast clouds,-7.9139,39.6668,Bustani B&B
436,Majagual,CO,76.3,overcast clouds,8.5389,-74.6204,Achi bolivar
438,Namatanai,PG,80.15,few clouds,-3.6667,152.4333,Seagulls Inn Namatani
440,Dongzhen,CN,75.18,broken clouds,22.3797,110.9389,茂名中汇时尚酒店
441,Mae Hong Son,TH,77.9,clear sky,19.3003,97.9685,Baiyoke Chalet Hotel
442,Moita Bonita,BR,88.47,broken clouds,-10.5775,-37.3428,Pousada São Francisco
444,Alice Town,BS,75.18,clear sky,25.7167,-79.3,Bimini Big Game Club Resort & Marina
446,Panaba,MX,85.82,few clouds,21.2833,-88.2667,Hotel California
447,Conceicao Do Araguaia,BR,84.85,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
448,Barcelos,PT,63.91,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
450,Rognan,NO,35.76,overcast clouds,67.0953,15.3878,Rognan Hotell
451,Coro,VE,84.58,scattered clouds,11.4045,-69.6734,Federal
452,Bad Reichenhall,DE,57.09,scattered clouds,47.7333,12.8833,AMBER HOTEL BAVARIA Bad Reichenhall
454,Aktau,KZ,55.98,overcast clouds,43.65,51.2,Silk Way Hotel
455,Sokoni,TZ,87.66,light rain,-6.4333,39.55,Ujamaa Beach Resort
457,Sobolevo,RU,34.41,overcast clouds,54.4299,31.8996,
458,Thessaloniki,GR,66.7,few clouds,40.6403,22.9439,Electra Palace Thessaloniki
459,Kruisfontein,ZA,68.88,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
460,Saint-Joseph,RE,75.58,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
461,Qaqortoq,GL,37.83,few clouds,60.7167,-46.0333,Siniffik Inn
462,Zachary,US,75.92,overcast clouds,30.6485,-91.1565,"Holiday Inn Express & Suites Baton Rouge North, an IHG Hotel"
463,Saldanha,ZA,71.65,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
464,Crotone,IT,58.57,overcast clouds,39.0851,17.1178,Helios Hotel
465,Havre-Saint-Pierre,CA,37.76,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
466,Mao,ES,54.16,mist,39.8885,4.2658,ARTIEM Capri
467,Guilin,CN,64.51,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
468,Isangel,VU,79.36,overcast clouds,-19.55,169.2667,Tanna Lodge
469,Chunar,IN,89.65,clear sky,25.1333,82.9,Mishra bhawan
470,Morant Bay,JM,85.71,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
473,Prince Rupert,CA,42.89,overcast clouds,54.3161,-130.3201,Crest Hotel
474,San Rafael,AR,54.23,clear sky,-34.6177,-68.3301,Hotel San Rafael
475,Tongzi,CN,59.76,light rain,28.7829,105.0877,Jiayuan Hotel
476,Ludvika,SE,38.34,overcast clouds,60.1496,15.1878,Ludvika Stadshotell
478,Pitimbu,BR,88.39,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
479,Vao,NC,78.39,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
481,Makakilo City,US,72.28,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
482,Camopi,GF,82.76,overcast clouds,3.1655,-52.3158,La pousada
483,Greenville,US,57.22,overcast clouds,35.6127,-77.3663,"Holiday Inn Express Greenville, an IHG Hotel"
484,Huarmey,PE,73.8,overcast clouds,-10.0681,-78.1522,Hotel Miramar
485,Tabas,IR,69.96,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
486,Sao Joao Da Barra,BR,86.09,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
487,Yining,CN,60.39,overcast clouds,29.0361,114.5636,Xiushui Hotel
488,Esperance,AU,64.24,overcast clouds,-33.8667,121.9,Hospitality Esperance
489,Mahalapye,BW,82.44,few clouds,-23.1041,26.8142,Keeme-Nao Hotel
490,San Jose,US,52.54,overcast clouds,37.3394,-121.895,The Westin San Jose
493,Gumdag,TM,66.16,clear sky,39.2061,54.5906,
494,Katsuura,JP,60.26,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
495,Isiro,CD,76.21,overcast clouds,2.7739,27.616,Guest House Hewa Bora
496,Hong Gai,VN,71.51,overcast clouds,20.956,107.0946,Hạ Long DC Hotel
497,Nizhniy Baskunchak,RU,56.08,overcast clouds,48.2198,46.8311,Arman hotel
498,Brigham City,US,47.53,clear sky,41.5102,-112.0155,Best Western Brigham City Inn & Suites
499,Port Macquarie,AU,67.89,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
500,Adrar,MR,87.78,overcast clouds,20.5022,-10.0711,
501,Kalaleh,IR,74.8,clear sky,37.3807,55.4916,عطر و ادکلن پارسیس
502,Linda,US,55.27,overcast clouds,39.1277,-121.5508,Comfort Suites Marysville-Yuba City
503,Port-Gentil,GA,85.96,few clouds,-0.7193,8.7815,Fengshui Residence
504,Havoysund,NO,30.43,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
505,Dicabisagan,PH,77.13,few clouds,17.0818,122.4157,Nancy Montanes Bernardo
506,Gasa,PS,66.88,broken clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
508,Lasa,IT,46.36,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
509,San Quintin,MX,57.76,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
510,Banjar,ID,78.28,overcast clouds,-8.19,114.9675,The Hamsa Resort
511,Cap Malheureux,MU,75.47,moderate rain,-19.9842,57.6142,Pereybere Hotel & Spa
512,Sao Jose Da Coroa Grande,BR,83.68,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
513,Cairns,AU,71.55,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
514,Poddorye,RU,30.06,broken clouds,57.4695,31.1156,
515,Nikolayevka,RU,32.99,overcast clouds,53.1257,47.2041,"Hotel ""Prestige"""
517,Aden,YE,81.01,scattered clouds,12.7794,45.0367,Sama Emirate Hotel
518,Monticello,US,33.85,light snow,45.3055,-93.7941,Super 8 by Wyndham Monticello
519,Krasnoyarskiy,RU,35.42,overcast clouds,51.965,59.8967,
520,Houma,US,75.99,overcast clouds,29.5958,-90.7195,Courtyard by Marriott Houma
521,Labuhan,ID,80.67,scattered clouds,-6.8844,112.2051,DoubleFAG
522,Sault Sainte Marie,CA,30.76,snow,46.5168,-84.3333,Comfort Inn
523,Port Blair,IN,84.24,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
524,Tambopata,PE,80.49,broken clouds,-12.7333,-69.1833,
525,Vung Tau,VN,75.58,heavy intensity rain,10.346,107.0843,Seaside Resort
526,Muncar,ID,78.17,broken clouds,-8.4333,114.3333,Zaky Homestay
527,Buchanan,LR,85.64,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
528,Mount Isa,AU,78.57,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
531,Naron,ES,59.56,scattered clouds,43.5167,-8.1528,Marcial
532,Namibe,AO,77.63,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
533,Zabol,AF,57.11,clear sky,32.25,67.25,
535,Andilamena,MG,65.98,overcast clouds,-17.0167,48.5833,Police men home Andilamina
536,San Luis,AR,56.01,clear sky,-33.295,-66.3356,Huarpes Hotel
537,Puerto Madryn,AR,56.12,clear sky,-42.7692,-65.0385,Hotel Tolosa
538,Carauari,BR,80.83,broken clouds,-4.8828,-66.8958,Hotel Fellip
539,Hukeri,IN,82.0,clear sky,16.2333,74.6,Hotel Druvaraj Ghargutti
540,Lamu,KE,86.22,broken clouds,-2.2717,40.902,Lamu House
541,Beisfjord,NO,32.05,light snow,68.3751,17.5988,
542,Kota Kinabalu,MY,83.88,thunderstorm,5.9749,116.0724,Gaya Centre Hotel
543,Manta,EC,76.78,overcast clouds,-0.95,-80.7333,Balandra Hotel
544,Bhakkar,PK,83.5,clear sky,31.6253,71.0657,Gorcha Nashaib
545,Mumford,GH,84.24,overcast clouds,5.2618,-0.759,Spanish Villa
547,Lumeje,AO,73.09,light rain,-11.55,20.7833,
548,Dashitou,CN,30.22,overcast clouds,43.3067,128.5114,Yixing Business Hotel
549,Flagstaff,US,39.56,broken clouds,35.1981,-111.6513,Drury Inn & Suites Flagstaff
551,Willmar,US,32.02,broken clouds,45.1219,-95.0433,Lakeview Inn
552,Qiyang,CN,64.47,overcast clouds,26.5911,111.8474,鑫利大酒店
553,Klyuchi,RU,33.6,broken clouds,52.2667,79.1667,Vesolaya Mayovka
554,Reporoa,NZ,58.41,clear sky,-38.4333,176.35,Reporoa
555,Kaeo,NZ,59.32,scattered clouds,-35.1,173.7833,Bushido Lodge
557,Burnie,AU,52.92,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
558,Santa Cruz De La Palma,ES,68.14,few clouds,28.6835,-17.7642,H10 Taburiente Playa
559,Karmaskaly,RU,35.51,overcast clouds,54.3709,56.1837,Gostinitsa Karmaskaly
560,Revda,RU,33.21,light snow,56.801,59.9303,Gostinitsa Metallurg
561,Christchurch,NZ,60.94,mist,-43.5333,172.6333,The George
562,Moyo,UG,77.88,overcast clouds,3.6609,31.7247,Amelia Guest House
563,Guantanamo,CU,83.68,scattered clouds,20.1444,-75.2092,Hotel Guantánamo
565,Kampene,CD,76.28,light rain,-3.6,26.6667,
566,Benemerito De Las Americas,MX,80.33,broken clouds,16.5167,-90.6439,Hotel Fontera Sur
570,Parlakimidi,IN,81.18,clear sky,18.7667,84.0833,APEPDCL
571,Kiunga,PG,73.15,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
572,Great Yarmouth,GB,49.01,moderate rain,52.6083,1.7305,Comfort Hotel Great Yarmouth
573,Salsomaggiore Terme,IT,53.92,overcast clouds,44.8148,9.9796,Hotel Ferrari
575,Saint Andrews,US,64.18,overcast clouds,34.0454,-81.1293,Baymont by Wyndham Columbia Northwest
576,Terrak,NO,37.27,overcast clouds,65.087,12.3715,Plahte properties
578,Namuac,PH,78.1,few clouds,18.6109,121.1657,Mlin Hotel
579,Calbuco,CL,52.81,scattered clouds,-41.768,-73.1273,Hotel Colonial
580,Waitati,NZ,61.81,scattered clouds,-45.75,170.5667,Arden Country House BnB Dunedin
581,Ahipara,NZ,62.91,few clouds,-35.1667,173.1667,Ahipara Holiday Park
582,Shache,CN,59.47,overcast clouds,38.4167,77.2406,Delong Hotel
583,Puerto Suarez,BO,88.16,scattered clouds,-18.95,-57.8,Hotel casa real
584,Pocos De Caldas,BR,75.79,clear sky,-21.7878,-46.5614,Hotel Nacional Inn Poços de Caldas
585,Wewak,PG,79.5,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
587,Naberera,TZ,73.22,light rain,-4.2,36.9333,
588,Lusambo,CD,74.93,overcast clouds,-4.9667,23.45,
589,Russell,US,68.92,overcast clouds,32.3502,-85.1999,Macs
590,Ngunguru,NZ,63.63,scattered clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
591,Newport,GB,52.93,overcast clouds,51.5877,-2.9984,ibis budget Newport
592,Mackay,AU,69.78,clear sky,-21.15,149.2,International Lodge Motel
593,Mvuma,ZW,75.6,scattered clouds,-19.2792,30.5283,Nyangombe Backpackers
594,Slave Lake,CA,30.18,overcast clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
596,Mbandaka,CD,83.55,overcast clouds,0.0487,18.2603,Guest House Epervier
597,Champasak,LA,76.64,overcast clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
598,Bima,ID,76.32,overcast clouds,-8.4667,118.7167,Lambitu Hotel
599,Luba,GQ,89.49,light rain,3.4568,8.5547,
600,Tres Arroyos,AR,53.35,light rain,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
601,Atherton,GB,43.9,light rain,53.5237,-2.4935,The Mercury Motel
602,Rumphi,MW,71.37,light rain,-11.0186,33.8575,Finst Rumphi Earthbag House Lodge
603,Mirandopolis,BR,89.74,clear sky,-21.1336,-51.1017,Hotel Piriquitu's
605,Payo,ID,74.53,overcast clouds,-3.7508,103.6372,Mess keban agung
607,Hualmay,PE,73.29,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
608,Derzhavinsk,KZ,35.31,broken clouds,51.1,66.3167,Ooo.khim Baza
609,Montepulciano,IT,49.59,overcast clouds,43.1017,11.7868,Hotel Panoramic Montepulciano
610,Zaykovo,RU,34.39,light snow,57.5613,62.7568,
611,Mahibadhoo,MV,83.08,clear sky,3.7833,72.9667,Omadhoo Inn
612,Lazaro Cardenas,MX,76.28,scattered clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
613,Muisne,EC,80.87,broken clouds,0.6,-80.0333,Quinta Samay
614,Bang Saphan,TH,77.07,clear sky,11.2126,99.5117,Ladawan Boutique Hotel
615,Tandil,AR,52.72,broken clouds,-37.3217,-59.1332,Hostal de la Sierra Tandil
616,Inhambane,MZ,82.38,few clouds,-23.865,35.3833,Oceano
617,Ginir,ET,72.25,overcast clouds,7.1333,40.7,Sura Dare Village
618,Eyrarbakki,IS,39.25,broken clouds,63.863,-21.1481,Guesthouse 77
619,Praia Da Vitoria,PT,65.75,broken clouds,38.7333,-27.0667,Hotel Branco I
621,Hobyo,SO,82.62,clear sky,5.3505,48.5268,Iftin hotel hobyo
622,Mooresville,US,53.2,overcast clouds,35.5849,-80.8101,Fairfield Inn by Marriott Charlotte Mooresville/Lake Norman
623,Alofi,NU,76.89,overcast clouds,-19.0595,-169.9187,Taloa Heights
624,Sibolga,ID,78.06,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
625,Belyy Yar,RU,39.09,clear sky,53.6039,91.3903,Pasportnyy Stol
629,Taonan,CN,32.54,clear sky,45.3333,122.7833,Makro Hotel
630,San Martin,AR,54.14,clear sky,-33.081,-68.4681,Finca Vivencias
631,Kremze,CZ,54.45,overcast clouds,48.905,14.3057,Ubytování u Hořejších na statku
632,Komyshnya,UA,48.42,overcast clouds,50.1859,33.684,
633,Luena,AO,80.78,broken clouds,-11.7833,19.9167,Hotel Kandamba
636,Manokwari,ID,78.6,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
637,Bonawon,PH,80.89,clear sky,9.134,122.9193,Bonawon
638,Surt,LY,77.9,broken clouds,31.2089,16.5887,الهادي ابوشعاله سرت
639,Porto Walter,BR,78.69,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
640,Mecca,SA,88.52,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
641,Peru,US,59.52,broken clouds,40.7537,-86.0689,Cole Porter Inn
644,Coahuayana,MX,77.54,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
646,Hvide Sande,DK,41.09,overcast clouds,56.0045,8.1294,Hvide Sande Hotel
648,Rorvik,NO,35.58,overcast clouds,64.8621,11.2373,Kysthotellet Rørvik AS
649,Kampot,KH,78.85,scattered clouds,10.6167,104.1833,Two Moons Hotel
651,Juli,PE,50.72,few clouds,-16.2167,-69.45,Cordelius Turistico
652,Temple,US,65.64,broken clouds,31.0982,-97.3428,Hilton Garden Inn Temple Medical Center
653,Cristalina,BR,80.01,clear sky,-16.7686,-47.6136,HOTEL TOPAZIO
654,Modra,SK,61.93,clear sky,48.334,17.3071,Hotel Majolika
656,Jiuquan,CN,42.93,scattered clouds,39.7432,98.5174,Jiuquan Hotel
657,Sorland,NO,33.66,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
658,Longonjo,AO,72.18,light rain,-12.9067,15.2533,
660,Trairi,BR,85.82,scattered clouds,-3.2778,-39.2689,janelas do mar
661,Kinango,KE,84.31,broken clouds,-4.1372,39.3153,Legacy Hotel
662,Gombong,ID,78.22,very heavy rain,-7.6072,109.5142,Grafika Hotel Dan Restoran
663,Ha Tinh,VN,73.33,overcast clouds,18.3333,105.9,Phú Quý
